LogTime	Symbol	Signal	Timeframe	BarTime	Close	High	Low	FastMA1	FastMA2	SlowMA1	SlowMA2	MaDiff	SlopeFast	SlopeSlow	SlopeFastAvg5	SlopeSlowAvg5	SwingBarIndex	SwingPrice	SwingToCrossBars	SwingToCrossDistance	ATR	Spread	M5_FastMA	M5_SlowMA	M5_MaDiff	M5_SlopeFast	M5_SlopeSlow	M15_FastMA	M15_SlowMA	M15_MaDiff	M15_SlopeFast	M15_SlopeSlow	H1_FastMA	H1_SlowMA	H1_MaDiff	H1_SlopeFast	H1_SlopeSlow	H4_FastMA	H4_SlowMA	H4_MaDiff	H4_SlopeFast	H4_SlopeSlow
2026.03.12 00:15:02	GOLD#	DC	M15	2026.03.12 00:00	5174.97	5183.48	5168.56	5176.15	5176.34	5176.20	5176.33	-0.06	-0.20	-0.12	0.04	0.03	5	5183.54	4	8.57	5.95	44	5176.25	5176.41	-0.16	-0.20	-0.14	5175.99	5176.09	-0.11	-0.16	-0.11	5179.08	5181.65	-2.57	-0.68	-0.66	5175.87	5169.87	6.00	-0.14	0.52
